,Official English Name,Debut,Affiliations,Occupations,Status,Birthday,Devil Fruit,Observation Haki,Armament Haki,Conquerers Haki,Origin,Age,Height,Blood Type,Fruit Type,Bounty
246,Charlotte Mobile,862.0,Charlotte Family,Pirate Officer,Alive,November 17,0,0,0,0,,25.0,,,,
247,Charlotte Monder,854.0,Charlotte Family,Pirate Officer,Alive,December 10,0,0,0,0,,47.0,,,,
248,Charlotte Montd'OrCharlotte Mont-d'Or,829.0,Charlotte Family,Pirate Officer,Alive,April 23,1,0,0,0,Grand Line,38.0,260.0,X,Paramecia,120000000.0
249,Charlotte Montb,897.0,Charlotte Family,Pirate Officer,Alive,,0,0,0,0,,28.0,,,,
250,Charlotte Moscato,829.0,Charlotte Family,Pirate Officer,Alive,December 16,0,0,0,0,,40.0,,,,
251,Charlotte Mozart,862.0,Charlotte Family,Pirate Officer,Alive,December 20,0,0,0,0,,37.0,,,,
252,Charlotte Myukuru,845.0,Charlotte Family,Pirate Officer,Alive,November 17,0,0,0,0,,25.0,,,,
253,Decuplets,845.0,Charlotte Family,Pirates,Alive,December 2,0,0,0,0,,18.0,,,,
254,Decuplets,845.0,Charlotte Family,Pirates,Alive,December 2,0,0,0,0,,18.0,,,,
255,Decuplets,845.0,Charlotte Family,Pirates,Alive,December 2,0,0,0,0,,18.0,,,,
256,Decuplets,845.0,Charlotte Family,Pirates,Alive,December 2,0,0,0,0,,18.0,,,,
257,Charlotte Newshi,854.0,Charlotte Family (Charlotte Decuplets),Pirate,Alive,December 2,1,0,0,0,,18.0,,,Paramecia,
258,Charlotte Noisette,862.0,Charlotte Family,Pirate Officer,Alive,December 15,0,0,0,0,,41.0,,,,
259,Charlotte Normande,845.0,Charlotte Family,,Alive,,0,0,0,0,,10.0,,,,
260,Charlotte Nougat,894.0,Charlotte Family,Pirate Officer,Alive,,0,0,0,0,,17.0,,,,
261,Charlotte Nusstorte,854.0,Charlotte Family,Pirate Officer,Alive,January 23,0,0,0,0,,42.0,,,,
262,Charlotte Nutmeg,894.0,Charlotte Family (Charlotte Decuplets),Pirate,Alive,December 2,0,0,0,0,,18.0,,,,
263,Charlotte Opera,829.0,Charlotte Family,Pirate Officer,Unknown,September 29,1,0,0,0,,46.0,,,Paramecia,
264,Charlotte Oven,861.0,Charlotte Family,Pirate Officer,Alive,November 25,1,1,1,0,Grand Line,48.0,492.0,F,Paramecia,300000000.0
265,Charlotte Panna,897.0,Charlotte Family,Pirate Officer,Alive,,0,0,0,0,,21.0,,,,
266,Charlotte Perospero,834.0,Charlotte Family,Pirate Officer,Alive,March 14,1,0,0,0,Grand Line,50.0,333.0,X,Paramecia,700000000.0
267,Charlotte Poire,860.0,Charlotte Family,Pirate Officer,Alive,October 19,0,0,0,0,,31.0,,,,
268,Charlotte Praline,830.0,Sun Pirates,Minister of Design (former) ,Alive,July 22,0,0,0,0,Grand Line,29.0,800.0,S (RH-),,
269,Charlotte Prim,896.0,Charlotte Family,Pirate Officer,Alive,July 22,0,0,0,0,Grand Line,29.0,,,,
270,Charlotte Pudding,651.0,Charlotte Family,Pirate Officer,Alive,June 25,1,0,0,0,Grand Line,16.0,166.0,XF,Paramecia,
271,Charlotte Raisin,845.0,Charlotte Family,Pirate Officer,Alive,March 23,0,0,1,0,,22.0,,,,
272,Charlotte Saintmarc,862.0,Charlotte Family,Pirate Officer,Alive,,0,0,0,0,,34.0,,,,
273,Charlotte Smoothie,846.0,Charlotte Family,Sweet Commander,Alive,October 12,1,1,1,0,Grand Line,35.0,464.0,F,Paramecia,932000000.0
274,Charlotte Snack,894.0,Charlotte Family,Pirate Officer,Alive,October 29,0,0,0,0,,30.0,,,,600000000.0
275,Charlotte Tablet,862.0,Charlotte Family,Pirate Officer,Alive,,0,0,0,0,,36.0,,,,
276,Charlotte Wafers,845.0,Charlotte Family,,Alive,,0,0,0,0,,13.0,,,,
277,Charlotte Uiro,845.0,Charlotte Family,,Alive,,0,0,0,0,,12.0,,,,
278,Charlotte Yuen,894.0,Charlotte Family,Pirate Officer,Alive,October 15,0,0,0,0,,19.0,,,,
279,Charlotte Zuccotto,862.0,Charlotte Family,Pirate Officer,Alive,,0,0,0,0,,44.0,,,,
280,Chess,131.0,"Bliking Pirates (disbanded), Drum Kingdom (former)",Head of Staff,Alive,July 20,0,0,0,0,Grand Line,30.0,194.0,S,,
281,Chesskipper,398.0,,Pirate,Unknown,,0,0,0,0,,,,,,0.0
282,Chessmarimo,147.0,"Bliking Pirates, Drum Kingdom",Servant of Wapol,Alive,,0,0,0,0,,,,,,
283,Choo,69.0,Arlong Pirates,Pirate Officer,Alive,May 23,0,0,0,0,Grand Line,33.0,257.0,X,,5500000.0
284,Chichilisia,879.0,,Leader of the Niho Navy,Alive,,0,0,0,0,,,,,,
285,Mrs. Chicken,1.0,,Fishmonger,Alive,February 8,0,0,0,0,East Blue,,,,,
286,,738.0,Tontatta Kingdom,,Alive,,0,0,0,0,,,,,,
287,Chimney,322.0,Kokoro,Sunday stationmaster of the Shift Station,Alive,June 2,0,0,0,0,Grand Line,8.0,115.0,S,,
288,Qing Jiao,704.0,Chinjao Family,12th Leader of the Happo Navy,Alive,December 12,0,0,0,0,West Blue,78.0,520.0,F,,542000000.0
289,Chihaya,919.0,,Student,Alive,,0,0,0,0,,,,,,
290,Chiya,287.0,Shandia,Pantri,Deceased,,0,0,0,0,Jaya,,,,,
291,Ocho,952.0,Ninja-Pirate-Mink-Samurai Alliance (disbanded),Yakuza Boss,Alive,,0,0,0,0,,,,,,
292,Chochin-Man,980.0,Beasts Pirates,Gifter,Alive,,1,0,0,0,,,,,Artificial Zoan,
293,Chocho,921.0,,,Alive,,0,0,0,0,,,,,,
294,Choco-Police,827.0,Cacao Island,Police Officer,Unknown,,0,0,0,0,,,,,,
295,Chocolat,598.0,Fake Straw Hat Crew,Pirate,Unknown,September 21,0,0,0,0,East Blue,26.0,181.0,X,,
296,Choi,555.0,Ally of the Whitebeard Pirates,Pirate Captain,Alive,,0,0,0,0,,,,,,
297,Chokyumei-no Chosuke,954.0,,,Alive,,0,0,0,0,,,,,,
298,Chome,931.0,Beasts Pirates,Ninja,Alive,April 24,0,0,0,0,Grand Line,14.0,150.0,F,,
299,Chouchou,12.0,Hocker,Pet,Alive,November 22,0,0,0,0,East Blue,14.0,40.0,,,
300,Chuchun,306.0,Foxy Pirates (former),Pirate,Alive,,0,0,0,0,,,,,,
301,Chuji,1034.0,,Pet,Alive,,0,0,0,0,,,,,,
302,Clapp,1095.0,,Slave,Deceased,,0,0,0,0,South Blue,,,,,
303,Clione,810.0,Heart Pirates ,Pirate,Unknown,February 17,0,0,0,0,,,,,,
304,Clou D. Clover,391.0,Ohara Archaeologists,Professor and archaeologist of the Tree of Knowledge,Deceased,April 8,0,0,0,0,West Blue,,172.0,X,,
305,Coburn,288.0,Shandia,Chief of Shandia,Deceased,,0,0,0,0,Jaya,,,,,
306,Cocoa,598.0,Fake Straw Hat Crew,Pirate,Alive,November 7,0,0,0,0,East Blue,27.0,138.0,X,,
307,Buckox,22.0,Animals of the Island of Rare Animals,,Alive,February 19,0,0,0,0,East Blue,,,,,
308,Collun,1076.0,,,Alive,,0,0,0,0,,20.0,,,,
309,Colscon,574.0,Whitebeard Pirates,Pirate,Alive,,0,0,0,0,,,,,,
310,Columbus,906.0,Yonta Maria Grand Fleet,Pirate,Alive,May 16,0,0,0,0,,,,,,
311,KomilleComille,289.0,Marines,Vice Admiral,Alive,October 1,0,0,0,0,,,,,,0.0
312,"Comp,Compo",1040.0,Kid Pirates,Pirate,Unknown,,0,0,0,0,,,,,,
313,Concelot,809.0,Mokomo Dukedom,Three Inuarashi Musketeers,Alive,November 2,0,0,0,0,Grand Line,29.0,204.0,F,,
314,Conis,239.0,Pumpkin Cafe,Waitress,Alive,May 20,0,0,0,0,Grand Line,19.0,176.0,F,,
315,Conney,1099.0,,Queen dowager of the Sorbet Kingdom,Alive,May 21,0,0,0,0,South Blue,76.0,7.0,XF,,
316,Corgy,328.0,World Government,Government official,Alive,August 25,0,0,0,0,,,,,,
317,Coribou,600.0,Caribou Pirates,Pirate,Alive,May 2,0,0,0,0,North Blue,29.0,250.0,XF,,190000000.0
318,Cornelia,552.0,Spade Pirates,Pirate,Alive,,0,0,0,0,,,,,,
319,Cosette,839.0,Germa Kingdom,Head Chef,Alive,May 2,0,0,0,0,,,,,,
320,Cosmo,437.0,Automata,Sergeant,Alive,,0,0,0,0,,,,,,
321,Cosmos,516.0,Kuja Pirates,Pirate,Alive,September 26,0,0,0,0,Calm Belt,,,,,
322,Cotton,718.0,Tontatta Kingdom Scouting Unit ,Scout,Alive,,0,0,0,0,,,,,,
323,Couran,906.0,Levely,King,Alive,,0,0,0,0,,,,,,
324,,,,,,,0,0,0,0,,,,,,
325,Crocodile,126.0,Cross Guild,Pirate,Alive,September 5,1,1,1,0,Grand Line,44.0,253.0,S,Logia,1965000000.0
326,Crocus,102.0,"Roger Pirates (former), Laboon",Doctor,Alive,June 4,0,1,0,0,Grand Line,71.0,203.0,XF,,0.0
327,Curiel,552.0,Whitebeard Pirates,10th Division Commander,Alive,September 12,0,0,0,0,Grand Line,,,,,
328,Curly Dadan,440.0,Dadan Family,Mountain Bandit Boss,Alive,August 30,0,0,0,0,East Blue,43.0,221.0,X,,7800000.0
329,Shirano,,D.R.,Swordsman,Deceased,,0,0,0,0,,,,,,
330,D.R.DR,,Cyrano,Criminal,Deceased,,0,0,0,0,,,,,,1800000.0
331,,940.0,Beasts Pirates,Gifter,Alive,,1,0,0,0,,,,,Artificial Zoan,
332,,79.0,World Government Orphanage,Housefather,Alive,,0,0,0,0,East Blue,,,,,
333,Dagama,704.0,Prodence Kingdom,Tactician,Alive,September 26,0,0,0,0,,,,,,
334,Dago,329.0,Franky Family,Dismantler,Alive,,0,0,0,0,,,,,,
335,Daedalus,630.0,,,Deceased,,0,0,0,0,Grand Line,,,,,
336,Daifugo,934.0,Beasts Pirates,Shinuchi,Alive,,1,0,0,0,,,,,Artificial Zoan,
337,Daigin,531.0,Marines,Commodore,Alive,August 24,0,0,0,0,West Blue,,,,,0.0
338,Daikoku,931.0,Beasts Pirates,Ninja,Alive,May 12,0,0,0,0,Grand Line,42.0,436.0,S,,
339,Daikon,732.0,Tontatta Kingdom Scouting Unit,Scout ,Alive,,0,0,0,0,,,,,,
340,Daisy,516.0,Kuja Pirates,Pirate,Alive,February 15,0,0,0,0,Calm Belt,,,,,
341,DalmationDalmatian,553.0,Marines,Vice Admiral,Alive,November 1,0,0,0,0,,,,,,0.0
342,DaltonDolton,132.0,Sakura Kingdom,King of the Sakura Kingdom,Alive,June 10,1,0,0,0,Grand Line,33.0,218.0,X,Zoan,
343,Damask,706.0,,Pyromaniac (Viz: Arsonist),Alive,,0,0,0,0,,,,,,
344,Daruma,611.0,New Fish-Man Pirates,Pirate,Alive,July 8,0,0,0,0,Grand Line,30.0,122.0,F,,
345,Dashiteyaro,951.0,Kurozumi Family,Retainer,Alive,,0,0,0,0,,,,,,
346,Davy D. Jones,306.0,Clan of D. (Davy Family),Pirate,Deceased,,0,0,0,0,,,,,,
347,Daz Bonez,160.0,Cross Guild,Pirate,Alive,January 1,1,0,0,0,West Blue,29.0,212.0,F,Paramecia,75000000.0
348,Decalvan BrothersDeCalvan Brothers,551.0,Subordinates of the Whitebeard Pirates,Pirates,Alive,May 22,0,0,0,0,,,,,,
349,Deigoro,958.0,,,Alive,,0,0,0,0,,,,,,
350,Delacuaji,551.0,Subordinate of the Whitebeard Pirates,Pirate,Alive,September 1,0,0,0,0,,,,,,
351,Dellinger,702.0,Donquixote Pirates,Pirate Officer,Alive,August 11,0,0,0,0,North Blue,16.0,145.0,S (RH-),,15000000.0
352,Demalo BlackDemaro Black,598.0,Fake Straw Hat Crew,Pirate Captain,Alive,May 5,0,0,0,0,East Blue,36.0,245.0,S,,26000000.0
353,Demoni Aiyo,966.0,,Hairstylist,Alive,,0,0,0,0,,,,,,
354,Den,616.0,,Shipwright,Alive,October 10,0,0,0,0,Grand Line,62.0,435.0,X,,
355,Denjiro,919.0,Kouzuki Family,Daimyo,Alive,October 26,0,1,1,0,Grand Line,47.0,306.0,XF,,
356,Devil Dias,497.0,Acumate Pirates,Pirate,Unknown,September 18,0,0,0,0,,,,,,60000000.0
357,Diamante,700.0,Donquixote Pirates,Pirate Executive Officer,Alive,May 29,1,1,1,0,North Blue,45.0,525.0,S,Paramecia,99000000.0
358,Didit,585.0,Goa Kingdom,Noble,Alive,,0,0,0,0,,,,,,
359,Diesel,827.0,Big Mom Pirates,Pirate,Alive,,0,0,0,0,,,,,,
360,Diez BarrelsX. Barrels,765.0,Barrels Pirates,Pirate,Deceased,,0,0,0,0,,,,,,
361,Earth Boss,326.0,Ukkari Hot-Spring Island,Digger,Alive,August 4,0,0,0,0,,,,,,
362,Disc J,1040.0,Kid Pirates,Pirate,Unknown,,0,0,0,0,,,,,,
363,Disco,500.0,Donquixote Doflamingo (former),Owner of Human Auctioning House  (former),Alive,June 12,0,0,0,0,Grand Line,,,,,
364,Dive,1024.0,Kid Pirates,Pirate,Unknown,,0,0,0,0,,,,,,
365,Dobby Ibadonbo,531.0,,Prisoner of Impel Down,Unknown,,0,0,0,0,,,,,,
366,Doberman,420.0,Marines,Vice Admiral,Alive,October 8,0,0,0,0,,,,,,0.0
367,Dobon,926.0,Beasts Pirates,Shinuchi,Alive,,1,0,0,0,,,,,Artificial Zoan,
368,Doc Q,223.0,Blackbeard Pirates,Titanic Captain (Captain of the Ninth Ship),Alive,October 18,1,0,0,0,North Blue,26.0,342.0,S,Paramecia,0.0
369,Dogura,582.0,Dadan Family,Bandit,Alive,December 19,0,0,0,0,,,,,,
370,Dogya,552.0,Spade Pirates,Pirate,Alive,,0,0,0,0,,,,,,
371,Howja Geddinthere II,529.0,,Prisoner of Impel Down,Unknown,,0,0,0,0,,,,,,
372,Doll,1061.0,Marines,Vice Admiral,Alive,,0,0,1,0,,22.0,,,,0.0
373,Doma,551.0,Subordinate of the Whitebeard Pirates,Pirate,Alive,February 1,0,0,0,0,,,,,,
374,Domino,526.0,Impel Down,Head Jailer,Alive,October 30,0,0,0,0,Grand Line,,,,,
375,"Domo-kun, Nnke-kun",9.0,,,Alive,January 30,0,0,0,0,,,,,,
376,Donannoyo,926.0,Beasts Pirates,Waiter,Alive,,0,0,0,0,,,,,,
377,Donovan,318.0,Foxy Pirates (former),Pirate,Alive,,0,0,0,0,,,,,,
378,Donkino,966.0,Roger Pirates,Pirate,Unknown,,0,0,0,0,,,,,,
379,Don Quixote Doflamingo,233.0,Donquixote Pirates,Pirate Captain,Alive,October 23,1,0,0,0,Red Line,39.0,305.0,X,Paramecia,340000000.0
380,Don Quixote Homing,760.0,World Government (Former),World Noble (Former),Deceased,,0,0,0,0,,,,,,
381,"Don Quixote Myosgard, Funimation)Don Quixote MjosgardDonquixote Myosgard",625.0,World Government (Donquixote Family),World Noble,Deceased,December 13,0,0,0,0,,25.0,211.0,X,,
382,Don Quixote Rocinante,761.0,Marines,Marine Commander,Deceased,July 15,1,0,0,0,Red Line,,293.0,S,Paramecia,
383,Saint Donquixote Shivercalero,625.0,World Government (Donquixote Family),World Noble,Alive,,0,0,0,0,,,,,,
384,Dolan,658.0,,,Alive,,0,0,0,0,,,,,,
385,Doringo,0.0,Roger Pirates,Pirate,Unknown,,0,0,0,0,,,,,,
386,Dorry,116.0,Giant Warrior Pirates,Pirate Captain,Alive,October 2,0,0,0,0,Grand Line,158.0,2260.0,F,,1800000000.0
387,Dosun,611.0,New Fish-Man Pirates,Pirate,Alive,October 9,0,0,0,0,Grand Line,30.0,418.0,S,,
388,Dotaku,926.0,Kouzuki Family,Samurai,Alive,,0,0,0,0,,,,,,
389,Doubt Brothers,980.0,Beasts Pirates,Shinuchi,Alive,,1,0,0,0,,,,,Artificial Zoan,
390,Dracule MihawkDiego Mihawk,49.0,Cross Guild,Pirate,Alive,March 9,0,0,0,0,,41.0,198.0,S,,3590000000.0
391,Dragon Number Thirteen,655.0,,Guard,Deceased,June 3,0,0,0,0,,,,,,
392,Dragon Number Twenty-One,675.0,Caesar Clown,,Unknown,,0,0,0,0,,,,,,
393,Dorrow,,Marines,Vice Admiral,Alive,,0,0,0,0,,,,,,0.0
394,Gack,598.0,Fake Straw Hat Crew,Pirate,Alive,October 22,0,0,0,0,East Blue,24.0,208.0,XF,,
395,Drophy,160.0,New Spiders Cafe,Cafe Waitress,Alive,December 25,1,0,0,0,Grand Line,49.0,156.0,S,Zoan,14000000.0
396,Drug Peclo,860.0,Underworld,Undertaker,Alive,September 29,0,0,0,0,,,,,,
397,Ducky Bree,552.0,Spade Pirates,Pirate,Alive,,0,0,0,0,,,,,,
398,Duval,491.0,Rosy Life Riders,Leader of the Rosy Life Riders  (formerly the Flying Fish Riders),Alive,August 11,0,0,0,0,Grand Line,23.0,470.0,S,,
399,Eddy,223.0,Bellamy Pirates,Navigator,Unknown,,0,0,0,0,North Blue,,,,,
400,,,,,,,0,0,0,0,,,,,,
401,Edward Newgate,159.0,Whitebeard Pirates,Pirate Captain,Deceased,April 6,1,0,0,0,Grand Line,,666.0,F,Paramecia,5046000000.0
402,Edward Weevil,802.0,Seven Warlords of the Sea  (former),Pirate,Alive,December 10,0,1,1,0,Grand Line,35.0,680.0,S,,480000000.0
403,Eyri,866.0,,,Unknown,,0,0,0,0,,,,,,
404,Ehgana,483.0,,,Alive,,0,0,0,0,,,,,,
405,Eggplant Soldier,849.0,Big Mom Pirates,Guard,Alive,,0,0,0,0,,,,,,
406,,711.0,Tontatta Kingdom,,Alive,,0,0,0,0,,,,,,
407,Elbow,1154.0,,,Unknown,,0,0,0,0,,,,,,
408,Elizabero II,704.0,Prodence Kingdom,King,Alive,February 2,0,0,0,0,Grand Line,57.0,436.0,F,,
409,Elmy,551.0,Subordinate of the Whitebeard Pirates,Pirate,Alive,June 30,0,0,0,0,,,,,,
410,Emet,1065.0,,,Unknown,,0,0,0,0,,900.0,,,,
411,Emma,1071.0,Kid Pirates,Pirate,Unknown,,0,0,0,0,,,,,,
412,Emporio Ivankov,537.0,Revolutionary Army,G Army Commander of the Revolutionary Army,Alive,January 8,1,0,0,0,Grand Line,51.0,449.0,XF,Paramecia,0.0
413,Eneru,254.0,God's Army  (former),God of Skypiea  (former),Alive,May 6,1,0,0,0,Sky Islands,37.0,266.0,S,Logia,
414,Genista,517.0,Kuja,Lady's maid,Alive,February 24,0,0,0,0,Calm Belt,,,,,
415,Epoida,553.0,Whitebeard Pirates,Pirate,Alive,June 4,0,0,0,0,,,,,,
416,Epony,841.0,Germa Kingdom,Nurse,Alive,August 2,0,0,0,0,,,,,,
417,Eric,167.0,Rebel Army (former),Rebel (former),Alive,,0,0,0,0,,,,,,
418,Elio,967.0,Roger Pirates,Pirate,Unknown,,0,0,0,0,,,,,,
419,Eris,1159.0,Davy Family,Pirate (former),Deceased,,0,0,0,0,,,,,,
420,Esta,717.0,,,Alive,,0,0,0,0,,,,,,
421,Estrid,1153.0,Elbaph Royal Family,Queen of the Warland Kingdom,Deceased,,0,0,0,0,Grand Line,,,,,
422,St. Ethanbaron V. Nusjuro,233.0,Five Elders,Co-Head of the World Government (Public),Alive,,0,0,0,0,,,,,,
423,Ettara Chaunkai,960.0,,,Alive,,0,0,0,0,,,,,,
424,Eustass Kid,498.0,Kid Pirates,Pirate Captain,Unknown,January 10,1,1,1,1,South Blue,21.0,205.0,F,Paramecia,3000000000.0
425,Falafra,167.0,Arabasta,Rebel (former),Alive,,0,0,0,0,,,,,,
426,Farul,722.0,Beautiful Pirates,Cavendish's steed,Alive,August 29,0,0,0,0,,,,,,
427,Faust,508.0,Hawkins Pirates,Pirate,Alive,December 13,0,0,0,0,North Blue,,,,,
428,Fen Bock,668.0,Caesar Clown (former),,Alive,,0,0,0,0,,,,,,
429,Saint Figarland Garling,1086.0,Five Elders,Co-Head of the World Government (Public),Alive,,0,0,0,0,,,,,,
430,Saint Figarland Shamrock,907.0,Knights of God,Commander of Knights of God,Alive,March 9,0,0,0,0,West Blue,39.0,,,,
431,Fiyonce,608.0,Mermaid Café,Dancer,Alive,,0,0,0,0,Grand Line,,,,,
432,Finamore,552.0,Spade Pirates,Pirate,Alive,,0,0,0,0,,,,,,
433,Dr. Fishbonen,594.0,Marines,Doctor,Alive,,0,0,0,0,,,,,,
434,Fisher Tiger,521.0,Sun Pirates,Adventurer,Deceased,November 5,0,0,0,0,Grand Line,,520.0,S (RH-),,230000000.0
435,Flapper,711.0,Tontatta Kingdom,Pirate,Alive,July 28,0,0,0,0,,,,,,
436,Flair,,Gérard,Waitress,Deceased,,0,0,0,0,,,,,,
437,Footbianco,329.0,Franky Family,Dismantler,Alive,,0,0,0,0,,,,,,
438,Forest Boss,333.0,Ukkari Hot-Spring Island,Boss of the Forest,Alive,April 10,0,0,0,0,,,,,,
439,,566.0,Whitebeard Pirates,Pirate,Alive,,0,0,0,0,,,,,,
440,Fossa,553.0,Whitebeard Pirates,15th Division Commander,Alive,April 15,0,0,0,0,North Blue,,,,,
441,Fourtricks,994.0,Beasts Pirates,Shinuchi,Alive,,1,0,0,0,,,,,Artificial Zoan,
442,Foxy,305.0,Foxy Pirates,Pirate Captain,Alive,April 4,1,0,0,0,South Blue,36.0,180.0,S,Paramecia,24000000.0
443,Francois,537.0,Newkama Land (former),,Alive,,0,0,0,0,,,,,,
444,Franky,329.0,Straw Hat Pirates,Shipwright,Alive,March 9,0,0,0,0,South Blue,34.0,240.0,XF,,394000000.0
445,Fuga,991.0,Beasts Pirates (Numbers),,Alive,February 5,1,0,0,0,Grand Line,,,S,Artificial Zoan,
446,Fugar,1079.0,Social Club,Pirate Captain,Alive,,0,0,0,0,,,,,,
447,Fugetsu Kisaburo,,,Swordsmith,Unknown,,0,0,0,0,,,,,,
448,Fugetsu Omusubi,1024.0,,Samurai,Deceased,June 30,0,0,1,0,Grand Line,,270.0,S,,
449,Fujin,931.0,Beasts Pirates,Ninja,Alive,February 4,0,0,1,0,Grand Line,45.0,200.0,X,,
450,Fukaboshi,609.0,Neptune Family,Prince of the Ryugu Kingdom,Alive,February 4,0,0,0,0,Grand Line,24.0,604.0,S,,
451,Fukumi,,,,Deceased,,0,0,0,0,,,,,,
452,Fukurokuju,931.0,Kurozumi Family,Ninja,Unknown,March 29,0,0,0,0,Grand Line,61.0,221.0,X,,
453,Fukurô,375.0,CP0,Cipher Pol Agent,Alive,June 29,0,0,0,0,Grand Line,29.0,331.0,S,,
454,Fullbody,43.0,Marines,Marine Lieutenant Commander,Alive,September 7,0,0,0,0,North Blue,26.0,184.0,F,,1000000.0
455,Funkfreed,365.0,"CP0, CP9 (former)",Spandam's sword,Alive,April 28,1,0,0,0,,,,,Zoan,
456,Furika,960.0,,,Alive,,0,0,0,0,,,,,,
457,Furrari,906.0,Levely,King,Alive,,0,0,0,0,,,,,,
458,Fuza,241.0,God's Army,Battle Pet,Alive,February 3,0,0,0,0,,,,,,
459,Gabu,580.0,Red Hair Pirates,Pirate,Alive,,0,0,0,0,,,,,,
460,Gaburu,702.0,"Reformation Army (維新軍, Ishin-gun?)",Revolutionist commander,Deceased,,0,0,0,0,,,,,,
461,Berry,,,,,,0,0,0,0,,,,,,
462,Gaimon,22.0,,Guardian of the Island of Rare Animals Pirate (former),Alive,August 5,0,0,0,0,East Blue,43.0,130.0,X,,
463,Gal,680.0,Marines,Marine Officer,Alive,,0,0,0,0,,,,,,
464,Galaxy,437.0,Automata,General,Alive,,0,0,0,0,,,,,,
465,Galdino,117.0,Cross Guild,Pirate,Alive,March 3,1,0,0,0,South Blue,35.0,179.0,F,Paramecia,24000000.0
466,"Jolly, Gary",902.0,Gally Pirates,Pirate Captain,Alive,,0,0,0,0,,,,,,3450000.0
467,Toad Boingnosuke,909.0,,,Alive,,0,0,0,0,,,,,,
468,Gambia,705.0,Barto Club,Staff Officer,Unknown,February 18,0,0,0,0,,,,,,67000000.0
469,Gambo,905.0,Revolutionary Army,South Army Deputy Commander,Alive,,0,0,0,0,,,,,,
470,Ganfor (VIZ,237.0,Skypiea,God of Skypiea,Alive,December 22,0,0,0,0,Grand Line,68.0,180.0,X,,
471,Gancho,711.0,Tontatta Kingdom,King,Alive,,0,0,0,0,,,,,,
472,Gangaru,951.0,Beasts Pirates,Samurai,Alive,,0,0,0,0,,,,,,
473,Ganryu,552.0,Spade Pirates,Pirate,Alive,,0,0,0,0,,,,,,
474,Ganryu,966.0,Roger Pirates,Pirate,Unknown,,0,0,0,0,,,,,,
475,Ganzui,450.0,Rocks Pirates (former),General Zombie,Deceased,,1,0,0,0,,,,,Paramecia,
476,Garudan,951.0,Beasts Pirates,Samurai,Alive,,0,0,0,0,,,,,,
477,Gatherine,379.0,World Government,Waitress,Unknown,,0,0,0,0,,,,,,
478,Gattenshochi-no Sukeo,954.0,,Shipwright,Alive,,0,0,0,0,,,,,,
479,Gyats,702.0,Corrida Colosseum,Announcer,Alive,August 26,0,0,0,0,,,,,,
480,Gazelle-ManGazelleman,914.0,Beasts Pirates ,Gifter,Alive,,1,0,0,0,,,,,Artificial Zoan,
481,Gecko Moria,449.0,Thriller Bark Pirates (Mysterious Four),Pirate Captain,Alive,September 6,1,0,0,0,West Blue,48.0,692.0,X,Paramecia,320000000.0
482,Gedatsu,241.0,Ukkari Hot-Spring Island,"Priest of Enel  (former), Head Clerk of Hot Springs Resort",Alive,August 10,0,0,0,0,Sky Islands,29.0,220.0,S,,
483,Gem,110.0,New Spiders Cafe,Cafe Employee,Alive,July 26,1,0,0,0,South Blue,24.0,197.0,X,Paramecia,10000000.0
484,GenbouGenbo,249.0,Shandia,Shandia Warrior,Alive,February 9,0,0,0,0,Sky Islands,23.0,193.0,S,,
485,Genrin,940.0,,,Alive,,0,0,0,0,,,,,,
486,Genzo,71.0,Cocoyasi Village,Sheriff of Cocoyasi Village,Alive,June 17,0,0,0,0,East Blue,46.0,173.0,F,,
487,,,,,,,0,0,0,0,,,,,,
488,George Mach,313.0,Foxy Pirates (former),Pirate,Alive,,0,0,0,0,,,,,,
489,Gerd,866.0,New Giant Warrior Pirates,Pirate,Alive,February 25,0,0,0,0,Grand Line,75.0,1700.0,S,,
490,Ribbitini,1079.0,Puddle Pirates,Pirate Captain,Alive,,0,0,0,0,,,,,,
491,Giberson,860.0,Underworld,"Warehouseman (倉庫業老舗, Sōkogyō Shinise?, English versions: ""Warehouse Kingpin"")",Alive,August 14,0,0,0,0,,,,,,
492,Gig,1024.0,Kid Pirates,Pirate,Unknown,,0,0,0,0,,,,,,
493,Gill Bastar,450.0,Thriller Bark Pirates  ,Outlaw,Deceased,,1,0,0,0,,,,,Paramecia,970000000.0
494,Gimlet,775.0,,,Deceased,,0,0,0,0,,,,,,
495,Gin,44.0,Krieg Pirates,Pirate,Alive,April 7,0,0,0,0,East Blue,25.0,186.0,S,,12000000.0
496,Gina,318.0,Foxy Pirates (former),Shipwright,Alive,,0,0,0,0,,,,,,
497,Ginko,682.0,,,Alive,,0,0,0,0,,,,,,
498,Ginnosuke,919.0,,Student,Alive,,0,0,0,0,,,,,,
499,Ginny,1095.0,Revolutionary Army (East Army),"East Army Captain of the Revolutionary Army,  Slave (former)",Deceased,October 21,0,0,0,0,Grand Line,,174.0,F,,190000000.0
500,Ginrummy,795.0,Beasts Pirates,Shinuchi,Unknown,January 23,1,0,0,0,,,,,Artificial Zoan,
501,Giro Chintaro,909.0,,Samurai,Alive,,0,0,0,0,,,,,,
502,Giolla,682.0,Donquixote Pirates,Pirate Officer,Alive,January 25,1,0,0,0,North Blue,61.0,221.0,S,Paramecia,
503,Gion,907.0,Marines,Vice Admiral,Alive,,0,0,0,0,,,,,,500000000.0
