,Official English Name,Debut,Affiliations,Occupations,Status,Birthday,Devil Fruit,Observation Haki,Armament Haki,Conquerers Haki,Origin,Age,Height,Blood Type,Fruit Type,Bounty
212,Charlotte Citron,861.0,"['Charlotte Family', '  Big Mom Pirates']",Pirate Officer,Alive,October 12,0,0,0,0,Grand Line,35.0,,,,
213,Charlotte Compo,864.0,"['Charlotte Family', '  Big Mom Pirates']",Pirate Officer,Alive,,0,0,0,0,,39.0,,,,
214,Charlotte Compote,860.0,"['Charlotte Family', '  Big Mom Pirates']",Pirate Officer,Alive,October 15,0,0,0,0,,49.0,,,,
215,Charlotte Cornstarch,865.0,"['Charlotte Family', ' Big Mom Pirates']",Pirate Officer,Alive,December 16,0,0,0,0,,40.0,,,,
216,Charlotte Counter,845.0,"['Charlotte Family', '  Big Mom Pirates']",Pirate Officer,Alive,September 29,0,0,1,0,,46.0,,,,
217,Charlotte Cracker,835.0,"['Charlotte Family', ' Big Mom Pirates']",Sweet Commander,Alive,February 28,1,1,1,0,Grand Line,45.0,307.0,X,Paramecia,860000000.0
218,Charlotte Custard,862.0,"['Charlotte Family', '  Big Mom Pirates']",Pirate Officer,Alive,February 28,0,0,0,0,Grand Line,45.0,,,,
219,Charlotte Dacquoise,854.0,"['Charlotte Family', '  Big Mom Pirates']",Pirate Officer,Alive,,0,0,0,0,,32.0,,,,
220,Charlotte Daifuku,861.0,"['Charlotte Family', '  Big Mom Pirates']",Pirate Officer,Alive,November 25,1,1,1,0,Grand Line,48.0,489.0,X,Paramecia,300000000.0
221,Charlotte De-Chat,845.0,['Charlotte Family'],,Alive,,0,0,0,0,,11.0,,,,
222,Charlotte Dolce and Dragée,845.0,"['Charlotte Family', '  Big Mom Pirates']",,Alive,February 21,0,0,0,0,,9.0,,,,
223,Charlotte Dosmarche,861.0,"['Charlotte Family', ' Big Mom Pirates']",Pirate Officer,Alive,January 23,0,0,0,0,,42.0,,,,
224,Charlotte Dolce and Dragée,845.0,"['Charlotte Family', '  Big Mom Pirates']",,Alive,February 21,0,0,0,0,,9.0,,,,
225,Charlotte Effiler,864.0,"['Charlotte Family', ' Big Mom Pirates']",Pirate Officer,Alive,December 10,0,0,0,0,,47.0,,,,
226,Charlotte Flampe,891.0,"['Charlotte Family', ' Big Mom Pirates']",Pirate Officer,Alive,February 11,0,0,0,0,Grand Line,15.0,170.0,S,,
227,Charlotte Fuyumeg,894.0,"['Charlotte Family (Charlotte Decuplets)', ' Big Mom Pirates']",Pirate,Alive,December 2,0,0,0,0,,18.0,,,,
228,Charlotte Gala,,['Charlotte Family'],,Alive,September 29,0,0,0,0,,46.0,,,,
229,Charlotte Galette,829.0,"['Charlotte Family', '  Big Mom Pirates']",Pirate Officer,Alive,October 19,1,0,0,0,,31.0,,,Paramecia,
230,Charlotte Hachee,871.0,"['Charlotte Family', ' Big Mom Pirates']",Pirate Officer,Alive,December 10,0,0,0,0,,47.0,,,,
231,Charlotte Harumeg,894.0,"['Charlotte Family (Charlotte Decuplets)', ' Big Mom Pirates']",Pirate,Alive,December 2,0,0,0,0,,18.0,,,,
232,Charlotte High-Fat,862.0,"['Charlotte Family', '  Big Mom Pirates']",Pirate Officer,Alive,,0,0,0,0,,36.0,,,,
233,Charlotte Joconde,894.0,"['Charlotte Family', ' Big Mom Pirates']",Pirate Officer,Alive,,0,0,0,0,,23.0,,,,
234,Charlotte Joscarpone,845.0,"['Charlotte Family', '  Big Mom Pirates']",Pirate Officer,Alive,February 27,0,0,0,0,,20.0,,,,
235,Charlotte Kanten,862.0,"['Charlotte Family', '  Big Mom Pirates']",Pirate Officer,Alive,,0,0,0,0,,28.0,,,,
236,Charlotte Katakuri,860.0,"['Charlotte Family', '  Big Mom Pirates']",Sweet Commander,Alive,November 25,1,1,1,1,Grand Line,48.0,509.0,XF,Special Paramecia,1057000000.0
237,Kato,854.0,"['Charlotte Family', '  Big Mom Pirates']",Pirate Officer,Alive,,0,0,0,0,,28.0,,,,
238,Charlotte Laurin,864.0,"['Charlotte Family', '  Big Mom Pirates']",Pirate Officer,Alive,,0,0,0,0,,39.0,,,,
239,Charlotte Linlin,651.0,"['Big Mom Pirates', '  Rocks Pirates (former)', '  Four Emperors (former)', '   Charlotte Family']",Pirate Captain,Unknown,February 15,1,1,1,1,Grand Line,68.0,880.0,X,Paramecia,4388000000.0
240,Charlotte Lola,476.0,"['Rolling Pirates', ' Charlotte Family', ""  Thriller Bark Victim's Association (former)""]",Pirate Captain,Alive,January 27,0,0,0,0,Grand Line,24.0,215.0,F,,24000000.0
241,Charlotte Maple,897.0,"['Charlotte Family', ' Big Mom Pirates']",Pirate Officer,Alive,November 17,0,0,0,0,,25.0,,,,
242,Charlotte Marble,894.0,"['Charlotte Family', ' Big Mom Pirates']",Pirate Officer,Alive,November 17,0,0,0,0,,25.0,,,,
243,Charlotte Marnier,861.0,"['Charlotte Family', ' Big Mom Pirates']",Pirate Officer,Alive,December 20,0,0,0,0,,37.0,,,,
244,Charlotte Mascarpone,845.0,"['Charlotte Family', '  Big Mom Pirates']",Pirate Officer,Alive,February 27,0,0,0,0,,20.0,,,,
245,Charlotte Mash,865.0,"['Charlotte Family', ' Big Mom Pirates']",Pirate Officer,Alive,December 16,0,0,0,0,,40.0,,,,
246,Charlotte Melise,854.0,"['Charlotte Family', ' Big Mom Pirates']",Pirate Officer,Alive,,0,0,0,0,,33.0,,,,
247,Charlotte Mobile,862.0,"['Charlotte Family', '  Big Mom Pirates']",Pirate Officer,Alive,November 17,0,0,0,0,,25.0,,,,
248,Charlotte Monder,854.0,"['Charlotte Family', ' Big Mom Pirates']",Pirate Officer,Alive,December 10,0,0,0,0,,47.0,,,,
249,Charlotte Montd'OrCharlotte Mont-d'Or,829.0,"['Charlotte Family', '  Big Mom Pirates']",Pirate Officer,Alive,April 23,1,0,0,0,Grand Line,38.0,260.0,X,Paramecia,120000000.0
250,Charlotte Montb,897.0,"['Charlotte Family', '  Big Mom Pirates']",Pirate Officer,Alive,,0,0,0,0,,28.0,,,,
251,Charlotte Moscato,829.0,"['Charlotte Family', '  Big Mom Pirates']",Pirate Officer,Alive,December 16,0,0,0,0,,40.0,,,,
252,Charlotte Mozart,862.0,"['Charlotte Family', ' Big Mom Pirates']",Pirate Officer,Alive,December 20,0,0,0,0,,37.0,,,,
253,Charlotte Myukuru,845.0,"['Charlotte Family', ' Big Mom Pirates']",Pirate Officer,Alive,November 17,0,0,0,0,,25.0,,,,
254,Decuplets,845.0,"['Charlotte Family', '  Big Mom Pirates']",Pirates,Alive,December 2,0,0,0,0,,18.0,,,,
255,Decuplets,845.0,"['Charlotte Family', '  Big Mom Pirates']",Pirates,Alive,December 2,0,0,0,0,,18.0,,,,
256,Decuplets,845.0,"['Charlotte Family', '  Big Mom Pirates']",Pirates,Alive,December 2,0,0,0,0,,18.0,,,,
257,Decuplets,845.0,"['Charlotte Family', '  Big Mom Pirates']",Pirates,Alive,December 2,0,0,0,0,,18.0,,,,
258,Charlotte Newshi,854.0,"['Charlotte Family (Charlotte Decuplets)', '  Big Mom Pirates']",Pirate,Alive,December 2,1,0,0,0,,18.0,,,Paramecia,
259,Charlotte Noisette,862.0,"['Charlotte Family', ' Big Mom Pirates']",Pirate Officer,Alive,December 15,0,0,0,0,,41.0,,,,
260,Charlotte Normande,845.0,['Charlotte Family'],,Alive,,0,0,0,0,,10.0,,,,
261,Charlotte Nougat,894.0,"['Charlotte Family', ' Big Mom Pirates']",Pirate Officer,Alive,,0,0,0,0,,17.0,,,,
262,Charlotte Nusstorte,854.0,"['Charlotte Family', ' Big Mom Pirates']",Pirate Officer,Alive,January 23,0,0,0,0,,42.0,,,,
263,Charlotte Nutmeg,894.0,"['Charlotte Family (Charlotte Decuplets)', ' Big Mom Pirates']",Pirate,Alive,December 2,0,0,0,0,,18.0,,,,
264,Charlotte Opera,829.0,"['Charlotte Family', '  Big Mom Pirates']",Pirate Officer,Unknown,September 29,1,0,0,0,,46.0,,,Paramecia,
265,Charlotte Oven,861.0,"['Charlotte Family', '  Big Mom Pirates']",Pirate Officer,Alive,November 25,1,1,1,0,Grand Line,48.0,492.0,F,Paramecia,300000000.0
266,Charlotte Panna,897.0,"['Charlotte Family', ' Big Mom Pirates']",Pirate Officer,Alive,,0,0,0,0,,21.0,,,,
267,Charlotte Perospero,834.0,"['Charlotte Family', '  Big Mom Pirates']",Pirate Officer,Alive,March 14,1,0,0,0,Grand Line,50.0,333.0,X,Paramecia,700000000.0
268,Charlotte Poire,860.0,"['Charlotte Family', ' Big Mom Pirates']",Pirate Officer,Alive,October 19,0,0,0,0,,31.0,,,,
269,Charlotte Praline,830.0,"['Sun Pirates', ' Charlotte Family', ' Big Mom Pirates (defected)']",Minister of Design (former) ,Alive,July 22,0,0,0,0,Grand Line,29.0,800.0,S (RH-),,
270,Charlotte Prim,896.0,"['Charlotte Family', ' Big Mom Pirates']",Pirate Officer,Alive,July 22,0,0,0,0,Grand Line,29.0,,,,
271,Charlotte Pudding,651.0,"['Charlotte Family', '  Big Mom Pirates']",Pirate Officer,Alive,June 25,1,0,0,0,Grand Line,16.0,166.0,XF,Paramecia,
272,Charlotte Raisin,845.0,"['Charlotte Family', '  Big Mom Pirates']",Pirate Officer,Alive,March 23,0,0,1,0,,22.0,,,,
273,Charlotte Saintmarc,862.0,"['Charlotte Family', '  Big Mom Pirates']",Pirate Officer,Alive,,0,0,0,0,,34.0,,,,
274,Charlotte Smoothie,846.0,"['Charlotte Family', '  Big Mom Pirates']",Sweet Commander,Alive,October 12,1,1,1,0,Grand Line,35.0,464.0,F,Paramecia,932000000.0
275,Charlotte Snack,894.0,"['Charlotte Family', '  Big Mom Pirates']",Pirate Officer,Alive,October 29,0,0,0,0,,30.0,,,,600000000.0
276,Charlotte Tablet,862.0,"['Charlotte Family', '  Big Mom Pirates']",Pirate Officer,Alive,,0,0,0,0,,36.0,,,,
277,Charlotte Wafers,845.0,['Charlotte Family'],,Alive,,0,0,0,0,,13.0,,,,
278,Charlotte Uiro,845.0,['Charlotte Family'],,Alive,,0,0,0,0,,12.0,,,,
279,Charlotte Yuen,894.0,"['Charlotte Family', ' Big Mom Pirates']",Pirate Officer,Alive,October 15,0,0,0,0,,19.0,,,,
280,Charlotte Zuccotto,862.0,"['Charlotte Family', '  Big Mom Pirates']",Pirate Officer,Alive,,0,0,0,0,,44.0,,,,
281,Chess,131.0,"['Bliking Pirates (disbanded), Drum Kingdom (former)']",Evil Chief of Staff  (Chief of Staff),Alive,July 20,0,0,0,0,Grand Line,30.0,194.0,S,,
282,Chesskipper,398.0,,Pirate,Unknown,,0,0,0,0,,,,,,0.0
283,Chessmarimo,147.0,"['Bliking Pirates, Drum Kingdom']",Servant of Wapol,Alive,,0,0,0,0,,,,,,
284,Choo,69.0,"['Arlong Pirates', '  Sun Pirates (former)']",Pirate Officer,Alive,May 23,0,0,0,0,Grand Line,33.0,257.0,X,,5500000.0
285,Chichilisia,879.0,,Leader of the Niho Navy,Alive,,0,0,0,0,,,,,,
286,Mrs. Chicken,1.0,,Fishmonger,Alive,February 8,0,0,0,0,East Blue,,,,,
287,,738.0,"['Tontatta Kingdom', ' Tontatta Pirates  Straw Hat Grand Fleet']",,Alive,,0,0,0,0,,,,,,
288,Chimney,322.0,['Kokoro'],Sunday stationmaster of the Shift Station,Alive,June 2,0,0,0,0,Grand Line,8.0,115.0,S,,
289,Qing Jiao,704.0,"['Chinjao Family', ' Happo Navy(retired)', ' Straw Hat Grand Fleet']",12th Leader of the Happo Navy,Alive,December 12,0,0,0,0,West Blue,78.0,520.0,F,,542000000.0
290,Chihaya,919.0,,Student,Alive,,0,0,0,0,,,,,,
291,Chiya,287.0,['Shandia'],Pantri,Deceased,,0,0,0,0,Jaya,,,,,
292,Ocho,952.0,['Ninja-Pirate-Mink-Samurai Alliance (disbanded)'],Yakuza Boss,Alive,,0,0,0,0,,,,,,
293,Chochin-Man,980.0,['Beasts Pirates'],Gifter,Alive,,1,0,0,0,,,,,Artificial Zoan,
294,Chocho,921.0,,,Alive,,0,0,0,0,,,,,,
295,Choco-Police,827.0,['Cacao Island'],Police Officer,Unknown,,0,0,0,0,,,,,,
296,Chocolat,598.0,['Fake Straw Hat Crew'],Pirate,Unknown,September 21,0,0,0,0,East Blue,26.0,181.0,X,,
297,Choi,555.0,['Ally of the Whitebeard Pirates'],Pirate Captain,Alive,,0,0,0,0,,,,,,
298,Chokyumei-no Chosuke,954.0,,,Alive,,0,0,0,0,,,,,,
299,Chome,931.0,"['Beasts Pirates', '  Orochi Oniwabanshu (former)', ' Kurozumi Family (former)']",Ninja,Alive,April 24,0,0,0,0,Grand Line,14.0,150.0,F,,
300,Chouchou,12.0,['Hocker'],Pet,Alive,November 22,0,0,0,0,East Blue,14.0,40.0,,,
301,Chuchun,306.0,['Foxy Pirates (former)'],Pirate,Alive,,0,0,0,0,,,,,,
302,Chuji,1034.0,,Pet,Alive,,0,0,0,0,,,,,,
303,Clapp,1095.0,,Slave,Deceased,,0,0,0,0,South Blue,,,,,
304,Clione,810.0,"['Heart Pirates ', ' Ninja-Pirate-Mink-Samurai Alliance (disbanded)']",Pirate,Unknown,February 17,0,0,0,0,,,,,,
305,Clou D. Clover,391.0,"['Ohara Archaeologists', ' Clan of D.']",Professor and archaeologist of the Tree of Knowledge,Deceased,April 8,0,0,0,0,West Blue,,172.0,X,,
306,Coburn,288.0,['Shandia'],Chief of Shandia,Deceased,,0,0,0,0,Jaya,,,,,
307,Cocoa,598.0,['Fake Straw Hat Crew'],Pirate,Alive,November 7,0,0,0,0,East Blue,27.0,138.0,X,,
308,Buckox,22.0,['Animals of the Island of Rare Animals'],,Alive,February 19,0,0,0,0,East Blue,,,,,
309,Collun,1076.0,,,Alive,,0,0,0,0,,20.0,,,,
310,Colscon,574.0,['Whitebeard Pirates'],Pirate,Alive,,0,0,0,0,,,,,,
311,Columbus,906.0,"['Yonta Maria Grand Fleet', '  Straw Hat Grand Fleet']",Pirate,Alive,May 16,0,0,0,0,,,,,,
312,KomilleComille,289.0,"['Marines', ' G-2']",Vice Admiral,Alive,October 1,0,0,0,0,,,,,,500000000.0
313,"Comp,Compo",1040.0,['Kid Pirates'],Pirate,Unknown,,0,0,0,0,,,,,,
314,Concelot,809.0,"['Mokomo Dukedom', ' Inuarashi Musketeer Squad', '   Ninja-Pirate-Mink-Samurai Alliance (disbanded)']",Three Inuarashi Musketeers,Alive,November 2,0,0,0,0,Grand Line,29.0,204.0,F,,
315,Conis,239.0,['Pumpkin Cafe'],Waitress,Alive,May 20,0,0,0,0,Grand Line,19.0,176.0,F,,
316,Conney,1099.0,,Queen dowager of the Sorbet Kingdom,Alive,May 21,0,0,0,0,South Blue,76.0,7.0,XF,,
317,Corgy,328.0,['World Government'],Government official,Alive,August 25,0,0,0,0,,,,,,
318,Coribou,600.0,"['Caribou Pirates', '  Fake Straw Hat Crew (former, temporary)']",Pirate,Alive,May 2,0,0,0,0,North Blue,29.0,250.0,XF,,190000000.0
319,Cornelia,552.0,['Spade Pirates'],Pirate,Alive,,0,0,0,0,,,,,,
320,Cosette,839.0,['Germa Kingdom'],Head Chef,Alive,May 2,0,0,0,0,,,,,,
321,Cosmo,437.0,['Automata'],Sergeant,Alive,,0,0,0,0,,,,,,
322,Cosmos,516.0,['Kuja Pirates'],Pirate,Alive,September 26,0,0,0,0,Calm Belt,,,,,
323,Cotton,718.0,"['Tontatta Kingdom Scouting Unit ', ' Tontatta Pirates', ' Straw Hat Grand Fleet']",Scout,Alive,,0,0,0,0,,,,,,
324,Couran,906.0,['Levely'],King,Alive,,0,0,0,0,,,,,,
325,,,,,,,0,0,0,0,,,,,,
326,Crocodile,126.0,"['Cross Guild', ' Seven Warlords of the Sea  (former)', ' Baroque Works  (former)', ' Impel Down (former)']",Pirate,Alive,September 5,1,1,1,0,Grand Line,44.0,253.0,S,Logia,1965000000.0
327,Crocus,102.0,"['Roger Pirates (former), Laboon']",Doctor,Alive,June 4,0,1,0,0,Grand Line,71.0,203.0,XF,,0.0
328,Curiel,552.0,['Whitebeard Pirates'],10th Division Commander,Alive,September 12,0,0,0,0,Grand Line,,,,,
329,Curly Dadan,440.0,['Dadan Family'],Mountain Bandit Boss,Alive,August 30,0,0,0,0,East Blue,43.0,221.0,X,,7800000.0
330,Shirano,,['D.R.'],Swordsman,Deceased,,0,0,0,0,,,,,,
331,D.R.DR,,['Cyrano'],Criminal,Deceased,,0,0,0,0,,,,,,1800000.0
332,,940.0,['Beasts Pirates'],Gifter,Alive,,1,0,0,0,,,,,Artificial Zoan,
333,,79.0,['World Government Orphanage'],Housefather,Alive,,0,0,0,0,East Blue,,,,,
334,Dagama,704.0,['Prodence Kingdom'],Tactician,Alive,September 26,0,0,0,0,,,,,,
335,Dago,329.0,['Franky Family'],Dismantler,Alive,,0,0,0,0,,,,,,
336,Daedalus,630.0,,,Deceased,,0,0,0,0,Grand Line,,,,,
337,Daifugo,934.0,"['Beasts Pirates', '  Tama ', ' Ninja-Pirate-Mink-Samurai Alliance (disbanded)']",Shinuchi,Alive,,1,0,0,0,,,,,Artificial Zoan,
338,Daigin,531.0,['Marines'],Commodore,Alive,August 24,0,0,0,0,West Blue,,,,,100000000.0
339,Daikoku,931.0,"['Beasts Pirates', '  Orochi Oniwabanshu', ' Kurozumi Family']",Ninja,Alive,May 12,0,0,0,0,Grand Line,42.0,436.0,S,,
340,Daikon,732.0,"['Tontatta Kingdom Scouting Unit', ' Straw Hat Grand Fleet']",Scout ,Alive,,0,0,0,0,,,,,,
341,Daisy,516.0,['Kuja Pirates'],Pirate,Alive,February 15,0,0,0,0,Calm Belt,,,,,
342,DalmationDalmatian,553.0,['Marines'],Vice Admiral,Alive,November 1,0,0,0,0,,,,,,500000000.0
343,DaltonDolton,132.0,['Sakura Kingdom'],King of the Sakura Kingdom,Alive,June 10,1,0,0,0,Grand Line,33.0,218.0,X,Zoan,
344,Damask,706.0,,Pyromaniac (Viz: Arsonist),Alive,,0,0,0,0,,,,,,
345,Daruma,611.0,['New Fish-Man Pirates'],Pirate,Alive,July 8,0,0,0,0,Grand Line,30.0,122.0,F,,
346,Dashiteyaro,951.0,['Kurozumi Family'],Retainer,Alive,,0,0,0,0,,,,,,
347,Davy D. Jones,306.0,['Clan of D. (Davy Family)'],Pirate,Deceased,,0,0,0,0,,,,,,
348,Daz Bonez,160.0,"['Cross Guild', '  Baroque Works  (former)']",Pirate,Alive,January 1,1,0,0,0,West Blue,29.0,212.0,F,Paramecia,75000000.0
349,Decalvan BrothersDeCalvan Brothers,551.0,['Subordinates of the Whitebeard Pirates'],Pirates,Alive,May 22,0,0,0,0,,,,,,
350,Deigoro,958.0,,,Alive,,0,0,0,0,,,,,,
351,Delacuaji,551.0,['Subordinate of the Whitebeard Pirates'],Pirate,Alive,September 1,0,0,0,0,,,,,,
352,Dellinger,702.0,['Donquixote Pirates'],Pirate Officer,Alive,August 11,0,0,0,0,North Blue,16.0,145.0,S (RH-),,15000000.0
353,Demalo BlackDemaro Black,598.0,['Fake Straw Hat Crew'],Pirate Captain,Alive,May 5,0,0,0,0,East Blue,36.0,245.0,S,,26000000.0
354,Demoni Aiyo,966.0,,Hairstylist,Alive,,0,0,0,0,,,,,,
355,Den,616.0,,Shipwright,Alive,October 10,0,0,0,0,Grand Line,62.0,435.0,X,,
356,Denjiro,919.0,"['Kouzuki Family', ' Nine Red Scabbards', '  Kyoshiro Family', '  Kurozumi Family (undercover)', '  Ninja-Pirate-Mink-Samurai Alliance (disbanded)']",Daimyo,Alive,October 26,0,1,1,0,Grand Line,47.0,306.0,XF,,
357,Devil Dias,497.0,['Acumate Pirates'],Pirate,Unknown,September 18,0,0,0,0,,,,,,60000000.0
358,Diamante,700.0,['Donquixote Pirates'],Pirate Executive Officer,Alive,May 29,1,1,1,0,North Blue,45.0,525.0,S,Paramecia,99000000.0
359,Didit,585.0,['Goa Kingdom'],Noble,Alive,,0,0,0,0,,,,,,
360,Diesel,827.0,['Big Mom Pirates'],Pirate,Alive,,0,0,0,0,,,,,,
361,Diez BarrelsX. Barrels,765.0,"['Barrels Pirates', '  Marines (former)']",Pirate,Deceased,,0,0,0,0,,,,,,
362,Earth Boss,326.0,"['Ukkari Hot-Spring Island', ' Gedatsu']",Digger,Alive,August 4,0,0,0,0,,,,,,
363,Disc J,1040.0,['Kid Pirates'],Pirate,Unknown,,0,0,0,0,,,,,,
364,Disco,500.0,"['Donquixote Doflamingo (former)', '  Human Auctioning House  (former)']",Owner of Human Auctioning House  (former),Alive,June 12,0,0,0,0,Grand Line,,,,,
365,Dive,1024.0,['Kid Pirates'],Pirate,Unknown,,0,0,0,0,,,,,,
366,Dobby Ibadonbo,531.0,,Prisoner of Impel Down,Unknown,,0,0,0,0,,,,,,
367,Doberman,420.0,['Marines'],Vice Admiral,Alive,October 8,0,0,0,0,,,,,,500000000.0
368,Dobon,926.0,['Beasts Pirates'],Shinuchi,Alive,,1,0,0,0,,,,,Artificial Zoan,
369,Doc Q,223.0,['Blackbeard Pirates'],Titanic Captain (Captain of the Ninth Ship),Alive,October 18,1,0,0,0,North Blue,26.0,342.0,S,Paramecia,72000000.0
370,Dogura,582.0,['Dadan Family'],Bandit,Alive,December 19,0,0,0,0,,,,,,
371,Dogya,552.0,['Spade Pirates'],Pirate,Alive,,0,0,0,0,,,,,,
372,Howja Geddinthere II,529.0,,Prisoner of Impel Down,Unknown,,0,0,0,0,,,,,,
373,Doll,1061.0,"['Marines', ' G-14']",Vice Admiral,Alive,,0,0,1,0,,22.0,,,,500000000.0
374,Doma,551.0,['Subordinate of the Whitebeard Pirates'],Pirate,Alive,February 1,0,0,0,0,,,,,,
375,Domino,526.0,['Impel Down'],Head Jailer,Alive,October 30,0,0,0,0,Grand Line,,,,,
376,"Domo-kun, Nnke-kun",9.0,,,Alive,January 30,0,0,0,0,,,,,,
377,Donannoyo,926.0,['Beasts Pirates'],Waiter,Alive,,0,0,0,0,,,,,,
378,Donovan,318.0,['Foxy Pirates (former)'],Pirate,Alive,,0,0,0,0,,,,,,
379,Donkino,966.0,['Roger Pirates'],Pirate,Unknown,,0,0,0,0,,,,,,
380,Don Quixote Doflamingo,233.0,"['Donquixote Pirates', 'Impel Down', 'Underworld', ' World Government (secret)', ' Seven Warlords of the Sea (former)', ' Dressrosa (former)']",Pirate Captain,Alive,October 23,1,0,0,0,Red Line,39.0,305.0,X,Paramecia,340000000.0
381,Don Quixote Homing,760.0,['World Government (Former)'],World Noble (Former),Deceased,,0,0,0,0,,,,,,
382,"Don Quixote Myosgard, Funimation)Don Quixote MjosgardDonquixote Myosgard",625.0,['World Government (Donquixote Family)'],World Noble,Deceased,December 13,0,0,0,0,,25.0,211.0,X,,
383,Don Quixote Rocinante,761.0,"['Marines', '  Donquixote Pirates  (undercover)', '  World Government (former)']",Marine Commander,Deceased,July 15,1,0,0,0,Red Line,,293.0,S,Paramecia,
384,Saint Donquixote Shivercalero,625.0,['World Government (Donquixote Family)'],World Noble,Alive,,0,0,0,0,,,,,,
385,Dolan,658.0,,,Alive,,0,0,0,0,,,,,,
386,Doringo,0.0,['Roger Pirates'],Pirate,Unknown,,0,0,0,0,,,,,,
387,Dorry,116.0,['Giant Warrior Pirates'],Pirate Captain,Alive,October 2,0,0,0,0,Grand Line,158.0,2260.0,F,,1800000000.0
388,Dosun,611.0,['New Fish-Man Pirates'],Pirate,Alive,October 9,0,0,0,0,Grand Line,30.0,418.0,S,,
389,Dotaku,926.0,['Kouzuki Family'],Samurai,Alive,,0,0,0,0,,,,,,
390,Doubt Brothers,980.0,['Beasts Pirates'],Shinuchi,Alive,,1,0,0,0,,,,,Artificial Zoan,
391,Dracule MihawkDiego Mihawk,49.0,"['Cross Guild', ' Seven Warlords of the Sea  (former)']",Pirate,Alive,March 9,0,0,0,0,,41.0,198.0,S,,3590000000.0
392,Dragon Number Thirteen,655.0,,Guard,Deceased,June 3,0,0,0,0,,,,,,
393,Dragon Number Twenty-One,675.0,"['Caesar Clown', ' Vegapunk (former)']",,Unknown,,0,0,0,0,,,,,,
394,Dorrow,,['Marines'],Vice Admiral,Alive,,0,0,0,0,,,,,,500000000.0
395,Gack,598.0,['Fake Straw Hat Crew'],Pirate,Alive,October 22,0,0,0,0,East Blue,24.0,208.0,XF,,
396,Drophy,160.0,"['New Spiders Cafe', ' Baroque Works  (former)']",Cafe Waitress,Alive,December 25,1,0,0,0,Grand Line,49.0,156.0,S,Zoan,14000000.0
397,Drug Peclo,860.0,['Underworld'],Undertaker,Alive,September 29,0,0,0,0,,,,,,
398,Ducky Bree,552.0,['Spade Pirates'],Pirate,Alive,,0,0,0,0,,,,,,
399,Duval,491.0,['Rosy Life Riders'],Leader of the Rosy Life Riders  (formerly the Flying Fish Riders),Alive,August 11,0,0,0,0,Grand Line,23.0,470.0,S,,
400,Eddy,223.0,['Bellamy Pirates'],Navigator,Unknown,,0,0,0,0,North Blue,,,,,
401,,,,,,,0,0,0,0,,,,,,
402,Edward Newgate,159.0,"['Whitebeard Pirates', '  Rocks Pirates (former)', '  Four Emperors']",Pirate Captain,Deceased,April 6,1,0,0,0,Grand Line,,666.0,F,Paramecia,5046000000.0
403,Edward Weevil,802.0,['Seven Warlords of the Sea  (former)'],Pirate,Alive,December 10,0,1,1,0,Grand Line,35.0,680.0,S,,480000000.0
404,Eyri,866.0,,,Unknown,,0,0,0,0,,,,,,
405,Ehgana,483.0,,,Alive,,0,0,0,0,,,,,,
406,Eggplant Soldier,849.0,['Big Mom Pirates'],Guard,Alive,,0,0,0,0,,,,,,
407,,711.0,"['Tontatta Kingdom', ' Tonta Corps', '  Straw Hat Grand Fleet']",,Alive,,0,0,0,0,,,,,,
408,Elbow,1154.0,,,Unknown,,0,0,0,0,,,,,,
409,Elizabero II,704.0,['Prodence Kingdom'],King,Alive,February 2,0,0,0,0,Grand Line,57.0,436.0,F,,
410,Elmy,551.0,['Subordinate of the Whitebeard Pirates'],Pirate,Alive,June 30,0,0,0,0,,,,,,
411,Emet,1065.0,,,Unknown,,0,0,0,0,,900.0,,,,
412,Emma,1071.0,['Kid Pirates'],Pirate,Unknown,,0,0,0,0,,,,,,
413,Emporio Ivankov,537.0,"['Revolutionary Army', ' Freedom Fighters (former)', '  Kamabakka Kingdom', ' Newkama Land (former)']",G Army Commander of the Revolutionary Army,Alive,January 8,1,0,0,0,Grand Line,51.0,449.0,XF,Paramecia,100000000.0
414,Eneru,254.0,"[""God's Army  (former)"", ' Automata']",God of Skypiea  (former),Alive,May 6,1,0,0,0,Sky Islands,37.0,266.0,S,Logia,
415,Genista,517.0,['Kuja'],Lady's maid,Alive,February 24,0,0,0,0,Calm Belt,,,,,
416,Epoida,553.0,['Whitebeard Pirates'],Pirate,Alive,June 4,0,0,0,0,,,,,,
417,Epony,841.0,['Germa Kingdom'],Nurse,Alive,August 2,0,0,0,0,,,,,,
418,Eric,167.0,['Rebel Army (former)'],Rebel (former),Alive,,0,0,0,0,,,,,,
419,Elio,967.0,['Roger Pirates'],Pirate,Unknown,,0,0,0,0,,,,,,
420,Eris,1159.0,['Davy Family'],Pirate (former),Deceased,,0,0,0,0,,,,,,
421,Esta,717.0,,,Alive,,0,0,0,0,,,,,,
422,Estrid,1153.0,['Elbaph Royal Family'],Queen of the Warland Kingdom,Deceased,,0,0,0,0,Grand Line,,,,,
423,St. Ethanbaron V. Nusjuro,233.0,"['Five Elders', '  World Nobles']",Co-Head of the World Government (Public),Alive,,0,0,0,0,,,,,,
424,Ettara Chaunkai,960.0,,,Alive,,0,0,0,0,,,,,,
